Region,Country Territory area,total Confirmed Cases,Confirmed new cases,total deaths,total new deaths,New
African ,South Africa,7220,437,138,7,
African ,Algeria,4648,174,465,2,
African ,Nigeria,2802,414,93,8,
African ,Ghana,2719,550,18,0,
African ,Cameroon,2077,0,64,0,
African ,Guinea,1710,60,9,2,
African ,Cote d?Ivoire,1432,34,17,0,
African ,Senegal,1271,0,10,1,
African ,Niger,755,5,37,1,
African ,Democratic Republic of the Congo,682,0,34,0,
African ,Burkina Faso,672,10,46,1,
African ,Mali,580,17,29,2,
African ,Kenya,490,24,24,0,
African ,United Republic of Tanzania,480,0,18,0,
African ,Gabon,367,32,6,1,
African ,Mauritius,332,0,10,0,
African ,Equatorial Guinea,315,0,2,0,
African ,Guinea-Bissau,292,0,2,0,
African ,Rwanda,261,2,0,0,
African ,Congo,236,7,10,0,
African ,Sierra Leone,178,21,9,1,
African ,Liberia,166,8,18,0,
African ,Cabo Verde,165,0,2,0,
African ,Sao Tome and Principe,161,138,3,0,
African ,Madagascar,158,7,0,0,
African ,Ethiopia,140,5,3,0,
African ,Zambia,137,13,3,0,
African ,Togo,126,2,9,0,
African ,Chad,117,0,10,0,
African ,Eswatini,116,4,1,0,
African ,Benin,96,6,2,0,
African ,Central African Republic,94,22,0,0,
African ,Uganda,89,1,0,0,
African ,Mozambique,80,0,0,0,
African ,South Sudan,49,3,0,0,
African ,Malawi,41,2,3,0,
African ,Eritrea,39,0,0,0,
African ,Angola,35,0,2,0,
African ,Zimbabwe,34,0,4,0,
African ,Botswana,23,0,1,0,
African ,Burundi,19,0,1,0,
African ,Gambia,17,0,1,0,
African ,Namibia,16,0,0,0,
African ,Seychelles,11,0,0,0,
African ,Mauritania,8,0,1,0,
African ,Comoros,4,1,1,1,
African Territories,Mayotte,686,36,6,0,
African Territories,Reunion,424,1,0,0,
Region of the Americas,United States of America,1154985,29266,61906,1196,
Region of the Americas,Brazil,101147,4588,7025,275,
Region of the Americas,Canada,59844,479,3766,85,
Region of the Americas,Peru,45928,3394,1286,86,
Region of the Americas,Ecuador,31881,2343,1569,5,
Region of the Americas,Mexico,23471,1383,2154,93,
Region of the Americas,Chile,20643,980,270,10,
Region of the Americas,Dominican Republic,8235,281,346,13,
Region of the Americas,Colombia,7668,383,340,16,
Region of the Americas,Panama,7197,107,200,3,
Region of the Americas,Argentina,4799,118,250,9,
Region of the Americas,Cuba,1668,19,69,2,
Region of the Americas,Bolivia (Plurinational State of),1594,124,76,5,
Region of the Americas,Honduras,1055,45,82,6,
Region of the Americas,Costa Rica,739,6,6,0,
Region of the Americas,Guatemala,703,15,17,-2,
Region of the Americas,Uruguay,655,3,17,0,
Region of the Americas,El Salvador,555,65,12,1,
Region of the Americas,Jamaica,469,6,9,1,
Region of the Americas,Paraguay,396,26,10,0,
Region of the Americas,Venezuela (Bolivarian Republic of),357,12,10,0,
Region of the Americas,Trinidad and Tobago,116,0,8,0,
Region of the Americas,Haiti,88,3,9,1,
Region of the Americas,Bahamas,83,1,11,0,
Region of the Americas,Barbados,82,1,7,0,
Region of the Americas,Guyana,82,0,9,0,
Region of the Americas,Antigua and Barbuda,25,0,3,0,
Region of the Americas,Grenada,21,0,0,0,
Region of the Americas,Belize,18,0,2,0,
Region of the Americas,Saint Lucia,18,1,0,0,
Region of the Americas,Saint Vincent and the Grenadines,17,1,0,0,
Region of the Americas,Dominica,16,0,0,0,
Region of the Americas,Nicaragua,15,1,5,1,
Region of the Americas,Saint Kitts and Nevis,15,0,0,0,
Region of the Americas,Suriname,10,0,1,0,
Region of the Americas Territories,Puerto Rico,1843,35,54,43,
Region of the Americas Territories,Martinique,181,0,14,0,
Region of the Americas Territories,Guadeloupe,152,0,12,0,
Region of the Americas Territories,French Guiana,133,5,1,0,
Region of the Americas Territories,Bermuda,115,0,7,0,
Region of the Americas Territories,Aruba,100,0,2,0,
Region of the Americas Territories,Sint Maarten,76,0,13,0,
Region of the Americas Territories,Cayman Islands,74,0,1,0,
Region of the Americas Territories,United States Virgin Islands,66,0,4,0,
Region of the Americas Territories,Saint Martin,38,0,3,0,
Region of the Americas Territories,Curacao,16,0,1,0,
Region of the Americas Territories,Falkland Islands (Malvinas),13,0,0,0,
Region of the Americas Territories,Turks and Caicos Islands,12,0,1,0,
Region of the Americas Territories,Montserrat,11,0,1,0,
Region of the Americas Territories,"Bonaire, Sint Eustatius and Saba",6,0,0,0,
Region of the Americas Territories,British Virgin Islands,6,0,1,0,
Region of the Americas Territories,Saint Barthelemy,6,0,0,0,
Region of the Americas Territories,Anguilla,3,0,0,0,
Region of the Americas Territories,Saint Pierre and Miquelon,1,0,0,0,
Eastern Mediterranean ,Iran (Islamic Republic of),98647,1223,6277,74,
Eastern Mediterranean ,Saudi Arabia,28656,1645,191,7,
Eastern Mediterranean ,Pakistan,21501,1417,486,29,
Eastern Mediterranean ,Qatar,16191,640,12,0,
Eastern Mediterranean ,United Arab Emirates,14730,567,137,11,
Eastern Mediterranean ,Egypt,6813,348,436,7,
Eastern Mediterranean ,Kuwait,5278,295,40,2,
Eastern Mediterranean ,Morocco,5053,150,179,5,
Eastern Mediterranean ,Bahrain,3533,177,8,0,
Eastern Mediterranean ,Oman,2735,167,12,0,
Eastern Mediterranean ,Afghanistan,2469,0,72,0,
Eastern Mediterranean ,Iraq,2346,127,98,3,
Eastern Mediterranean ,Djibouti,1116,4,2,0,
Eastern Mediterranean ,Tunisia,1018,9,43,1,
Eastern Mediterranean ,Somalia,756,34,35,3,
Eastern Mediterranean ,Lebanon,740,3,25,0,
Eastern Mediterranean ,Sudan,678,86,41,0,
Eastern Mediterranean ,Jordan,465,4,9,0,
Eastern Mediterranean ,Libya,63,0,3,0,
Eastern Mediterranean ,Syrian Arab Republic,44,0,3,0,
Eastern Mediterranean ,Yemen,12,2,2,0,
Eastern Mediterranean Territories,occupied Palestinian territory,532,179,4,2,
European,Spain,218011,545,25428,164,
European,Italy,211938,1221,29079,195,
European,The United Kingdom,190588,3985,28734,288,
European,Germany,163860,685,6831,139,
European,Russian Federation,155370,10102,1451,95,
European,France,130242,534,25165,306,
European,Turkey,127659,1614,3461,64,
European,Belgium,50267,361,7924,80,
European,Netherlands,40770,199,5082,26,
European,Switzerland,29898,76,1476,4,
European,Portugal,25524,242,1063,20,
European,Sweden,22721,404,2769,90,
European,Ireland,21722,216,1319,16,
European,Belarus,17489,0,103,0,
European,Israel,16237,85,234,7,
European,Austria,15621,24,600,2,
European,Poland,14006,313,698,20,
European,Romania,13512,349,803,23,
European,Ukraine,12697,366,316,13,
European,Denmark,9670,147,493,9,
European,Serbia,9557,93,197,4,
European,Norway,7847,38,208,0,
European,Czechia,7819,38,252,4,
European,Finland,5327,73,240,10,
European,Republic of Moldova,4248,127,133,5,
European,Kazakhstan,4160,172,29,2,
European,Luxembourg,3828,4,96,0,
European,Hungary,3065,30,363,12,
European,Greece,2632,6,146,2,
European,Armenia,2619,112,40,1,
European,Uzbekistan,2189,29,10,0,
European,Croatia,2101,5,80,1,
European,Azerbaijan,1984,52,26,1,
European,Bosnia and Herzegovina,1926,69,77,1,
European,Iceland,1799,0,10,0,
European,Estonia,1703,3,55,0,
European,Bulgaria,1652,34,78,5,
European,North Macedonia,1518,7,85,1,
European,Slovenia,1439,0,97,1,
European,Lithuania,1419,9,46,0,
European,Slovakia,1413,5,25,1,
European,Latvia,896,17,16,0,
European,Cyprus,874,2,20,0,
European,Kyrgyzstan,843,13,10,0,
European,Albania,803,8,31,0,
European,Andorra,751,2,45,0,
European,Georgia,604,11,9,0,
European,San Marino,582,0,41,0,
European,Malta,480,3,4,0,
European,Montenegro,323,1,8,0,
European,Tajikistan,230,102,7,3,
European,Monaco,95,0,1,0,
European,Liechtenstein,83,0,1,0,
European,Holy See,11,0,0,0,
European Territories,Kosovo[1],855,4,27,0,
European Territories,Isle of Man,321,1,23,0,
European Territories,Jersey,292,1,24,0,
European Territories,Guernsey,252,0,13,0,
