Region,Country Territory area,total Confirmed Cases,Confirmed new cases,total deaths,total new deaths,New
Western Pacific,China,83797,52,3352,0,
Western Pacific,Republic of Korea,10613,22,229,4,
Western Pacific,Japan,8582,482,136,17,
Western Pacific,Australia,6458,42,63,2,
Western Pacific,Philippines,5453,230,349,14,
Western Pacific,Malaysia,5072,85,83,1,
Western Pacific,Singapore,3699,447,10,0,
Western Pacific,New Zealand,1084,6,9,0,
Western Pacific,Viet Nam,267,1,0,0,
Western Pacific,Brunei Darussalam,136,0,1,0,
Western Pacific,Cambodia,122,0,0,0,
Western Pacific,Mongolia,30,0,0,0,
Western Pacific,Lao People's Democratic Republic,19,0,0,0,
Western Pacific,Fiji,16,0,0,0,
Western Pacific,Papua New Guinea,2,0,0,0,
Western Pacific Territories,Guam,135,0,5,0,
Western Pacific Territories,French Polynesia,55,0,0,0,
Western Pacific Territories,New Caledonia,18,0,0,0,
Western Pacific Territories,Northern Mariana Islands (Commonwealth of the),13,0,2,0,
European,Spain,177633,5092,18579,523,
European,Italy,165155,2667,21647,578,
European,Germany,130450,2866,3569,315,
European,France,105155,2622,17146,1438,
European,The United Kingdom,98480,4603,12868,761,
European,Turkey,69392,4281,1518,115,
European,Belgium,33573,2454,4440,283,
European,Netherlands,28153,734,3134,189,
European,Russian Federation,27938,3448,232,34,
European,Switzerland,26336,583,973,73,
European,Portugal,18091,643,599,32,
European,Austria,14370,136,393,9,
European,Ireland,12547,1068,444,38,
European,Israel,12200,332,126,9,
European,Sweden,11927,482,1203,170,
European,Poland,7582,380,286,23,
European,Romania,7216,337,372,28,
European,Denmark,6681,170,309,10,
European,Norway,6677,111,130,3,
European,Czechia,6303,162,166,5,
European,Serbia,4873,408,99,5,
European,Ukraine,4162,398,115,7,
European,Belarus,3728,447,36,3,
European,Luxembourg,3373,66,69,0,
European,Finland,3237,76,72,8,
European,Greece,2192,22,102,1,
European,Republic of Moldova,2049,115,46,5,
European,Croatia,1741,37,34,3,
European,Iceland,1727,7,8,0,
European,Hungary,1652,73,142,8,
European,Estonia,1402,29,35,4,
European,Uzbekistan,1349,135,4,0,
European,Kazakhstan,1295,20,16,4,
European,Azerbaijan,1253,56,13,0,
European,Slovenia,1248,28,61,5,
European,Armenia,1135,68,18,2,
European,Bosnia and Herzegovina,1116,30,41,1,
European,Lithuania,1091,21,29,5,
European,North Macedonia,974,66,45,1,
European,Slovakia,863,28,6,4,
European,Bulgaria,747,34,36,1,
European,Cyprus,715,20,17,0,
European,Andorra,673,14,33,2,
European,Latvia,666,9,5,0,
European,Albania,494,19,25,1,
European,Kyrgyzstan,466,17,5,0,
European,Malta,399,6,3,0,
European,San Marino,393,21,36,0,
European,Georgia,336,30,3,0,
European,Montenegro,288,0,4,0,
European,Monaco,93,0,0,0,
European,Liechtenstein,81,0,1,0,
European,Holy See,8,0,0,0,
European Territories,Kosovo[1],397,10,9,1,
European Territories,Isle of Man,254,12,2,0,
European Territories,Guernsey,223,4,7,1,
European Territories,Jersey,217,0,6,2,
European Territories,Faroe Islands,184,0,0,0,
European Territories,Gibraltar,129,0,0,0,
