Region,Country Territory area,total Confirmed Cases,Confirmed new cases,total deaths,total new deaths,New
African ,South Africa,5647,297,103,0,
African ,Algeria,4006,158,450,6,
African ,Ghana,2074,403,17,1,
African ,Nigeria,1932,400,58,14,
African ,Cameroon,1832,26,61,2,
African ,Guinea,1495,144,7,0,
African ,Cote d?Ivoire,1275,37,14,0,
African ,Senegal,933,51,9,0,
African ,Niger,719,6,32,0,
African ,Burkina Faso,645,7,43,1,
African ,Democratic Republic of the Congo,572,72,31,0,
African ,Mali,490,8,26,1,
African ,United Republic of Tanzania,480,0,17,1,
African ,Kenya,396,12,17,2,
African ,Mauritius,332,0,10,0,
African ,Equatorial Guinea,315,0,2,1,
African ,Gabon,276,0,3,0,
African ,Rwanda,243,18,0,0,
African ,Congo,220,0,9,0,
African ,Guinea-Bissau,201,124,1,0,
African ,Liberia,141,0,16,0,
African ,Madagascar,132,4,0,0,
African ,Ethiopia,131,1,3,0,
African ,Sierra Leone,124,8,7,2,
African ,Cabo Verde,121,8,1,0,
African ,Togo,116,7,9,2,
African ,Zambia,106,9,3,0,
African ,Eswatini,100,9,1,0,
African ,Benin,84,15,2,0,
African ,Uganda,81,2,0,0,
African ,Mozambique,76,0,0,0,
African ,Chad,73,21,3,1,
African ,Central African Republic,64,14,0,0,
African ,Eritrea,39,0,0,0,
African ,Malawi,37,1,3,0,
African ,South Sudan,35,1,0,0,
African ,Zimbabwe,32,0,4,0,
African ,Angola,27,0,2,0,
African ,Botswana,23,0,1,0,
African ,Namibia,16,0,0,0,
African ,Sao Tome and Principe,16,5,1,1,
African ,Burundi,15,0,1,0,
African ,Gambia,12,1,1,0,
African ,Seychelles,11,0,0,0,
African ,Mauritania,8,1,1,0,
African ,Comoros,1,1,0,0,TRUE
African Territories,Mayotte,539,79,4,0,
African Territories,Reunion,420,0,0,0,
Region of the Americas,United States of America,1035353,31379,55337,2909,
Region of the Americas,Brazil,78162,6276,5466,449,
Region of the Americas,Canada,52056,1693,3082,178,
Region of the Americas,Peru,33931,2741,943,89,
Region of the Americas,Ecuador,24934,259,900,17,
Region of the Americas,Mexico,17799,1047,1732,163,
Region of the Americas,Chile,16023,1138,227,11,
Region of the Americas,Dominican Republic,6972,320,301,8,
Region of the Americas,Panama,6378,178,178,2,
Region of the Americas,Colombia,6211,262,278,9,
Region of the Americas,Argentina,4304,103,215,8,
Region of the Americas,Cuba,1501,34,61,3,
Region of the Americas,Bolivia (Plurinational State of),1110,57,59,4,
Region of the Americas,Honduras,771,33,71,5,
Region of the Americas,Costa Rica,713,8,6,0,
Region of the Americas,Uruguay,630,5,15,0,
Region of the Americas,Guatemala,585,28,16,0,
Region of the Americas,Jamaica,396,15,7,0,
Region of the Americas,El Salvador,395,18,9,0,
Region of the Americas,Venezuela (Bolivarian Republic of),331,2,10,0,
Region of the Americas,Paraguay,249,10,9,0,
Region of the Americas,Trinidad and Tobago,116,0,8,0,
Region of the Americas,Bahamas,80,0,11,0,
Region of the Americas,Barbados,80,0,7,1,
Region of the Americas,Guyana,78,3,8,0,
Region of the Americas,Haiti,76,0,7,1,
Region of the Americas,Antigua and Barbuda,24,0,3,0,
Region of the Americas,Grenada,20,1,0,0,
Region of the Americas,Belize,18,0,2,0,
Region of the Americas,Saint Lucia,17,0,0,0,
Region of the Americas,Dominica,16,0,0,0,
Region of the Americas,Saint Vincent and the Grenadines,16,0,0,0,
Region of the Americas,Saint Kitts and Nevis,15,0,0,0,
Region of the Americas,Nicaragua,14,1,4,1,
Region of the Americas,Suriname,10,0,1,0,
Region of the Americas Territories,Puerto Rico,1539,106,54,0,
Region of the Americas Territories,Martinique,178,3,14,0,
Region of the Americas Territories,Guadeloupe,152,1,12,1,
Region of the Americas Territories,French Guiana,126,1,1,0,
Region of the Americas Territories,Bermuda,111,0,6,0,
Region of the Americas Territories,Aruba,100,0,2,0,
Region of the Americas Territories,Sint Maarten,76,1,13,0,
Region of the Americas Territories,Cayman Islands,73,0,1,0,
Region of the Americas Territories,United States Virgin Islands,66,4,4,0,
Region of the Americas Territories,Saint Martin,38,0,3,0,
Region of the Americas Territories,Curacao,16,0,1,0,
Region of the Americas Territories,Falkland Islands (Malvinas),13,0,0,0,
Region of the Americas Territories,Turks and Caicos Islands,12,0,1,0,
Region of the Americas Territories,Montserrat,11,0,1,0,
Region of the Americas Territories,"Bonaire, Sint Eustatius and Saba",6,0,0,0,
Region of the Americas Territories,British Virgin Islands,6,0,1,0,
Region of the Americas Territories,Saint Barthelemy,6,0,0,0,
Region of the Americas Territories,Anguilla,3,0,0,0,
Region of the Americas Territories,Saint Pierre and Miquelon,1,0,0,0,
Eastern Mediterranean ,Iran (Islamic Republic of),94640,983,6028,71,
Eastern Mediterranean ,Saudi Arabia,22753,1351,162,5,
Eastern Mediterranean ,Pakistan,16817,1058,385,39,
Eastern Mediterranean ,Qatar,13409,845,10,0,
Eastern Mediterranean ,United Arab Emirates,12481,552,105,7,
Eastern Mediterranean ,Egypt,5537,269,392,12,
Eastern Mediterranean ,Morocco,4423,64,170,2,
Eastern Mediterranean ,Kuwait,4024,284,26,2,
Eastern Mediterranean ,Bahrain,3040,119,8,0,
Eastern Mediterranean ,Oman,2447,99,11,1,
Eastern Mediterranean ,Afghanistan,2171,344,64,4,
Eastern Mediterranean ,Iraq,2085,82,93,1,
Eastern Mediterranean ,Djibouti,1089,12,2,0,
Eastern Mediterranean ,Tunisia,994,14,41,1,
Eastern Mediterranean ,Lebanon,725,4,24,0,
Eastern Mediterranean ,Somalia,601,19,28,0,
Eastern Mediterranean ,Jordan,453,2,8,0,
Eastern Mediterranean ,Sudan,442,67,31,3,
Eastern Mediterranean ,Libya,61,0,3,1,
Eastern Mediterranean ,Syrian Arab Republic,43,0,3,0,
Eastern Mediterranean ,Yemen,6,0,2,2,
Eastern Mediterranean Territories,occupied Palestinian territory,344,0,2,0,
European,Spain,213435,518,24543,268,
European,Italy,205463,1872,27967,285,
European,The United Kingdom,171257,6032,26771,674,
European,Germany,159119,0,6288,0,
European,France,128121,1055,24342,288,
European,Turkey,120204,2615,3174,93,
European,Russian Federation,114431,7933,1169,96,
European,Belgium,48519,660,7594,93,
European,Netherlands,39316,514,4795,84,
European,Switzerland,29503,179,1422,15,
European,Portugal,25056,551,989,16,
European,Sweden,21092,790,2586,124,
European,Ireland,20612,359,1232,42,
European,Israel,16004,222,223,11,
European,Austria,15457,93,584,4,
European,Belarus,14027,846,89,5,
European,Poland,12877,237,644,20,
European,Romania,12240,262,717,42,
