Region,Country Territory area,total Confirmed Cases,Confirmed new cases,total deaths,total new deaths,New
Region of the Americas,Trinidad and Tobago,97,7,6,1,
Region of the Americas,Paraguay,92,15,3,0,
Region of the Americas,Guatemala,50,3,1,0,
Region of the Americas,Jamaica,47,3,3,0,
Region of the Americas,El Salvador,46,5,2,0,
Region of the Americas,Barbados,45,0,0,0,
Region of the Americas,Bahamas,24,3,3,2,
Region of the Americas,Guyana,19,0,4,0,
Region of the Americas,Haiti,18,2,0,0,
Region of the Americas,Saint Lucia,13,0,0,0,
Region of the Americas,Dominica,11,0,0,0,
Region of the Americas,Grenada,10,0,0,0,
Region of the Americas,Suriname,10,2,0,0,
Region of the Americas,Saint Kitts and Nevis,8,0,0,0,
Region of the Americas,Antigua and Barbuda,7,0,0,0,
Region of the Americas,Nicaragua,5,0,1,0,
Region of the Americas,Belize,3,0,0,0,
Region of the Americas,Saint Vincent and the Grenadines,3,1,0,0,
Region of the Americas Territories,Puerto Rico,378,62,15,3,
Region of the Americas Territories,Martinique,138,7,3,0,
Region of the Americas Territories,Guadeloupe,130,2,7,1,
Region of the Americas Territories,Aruba,62,2,0,0,
Region of the Americas Territories,French Guiana,57,2,0,0,
Region of the Americas Territories,United States Virgin Islands,37,4,0,0,
Region of the Americas Territories,Bermuda,35,3,0,0,
Region of the Americas Territories,Cayman Islands,28,6,1,0,
Region of the Americas Territories,Sint Maarten,23,5,2,1,
Region of the Americas Territories,Saint Martin,22,0,2,0,
Region of the Americas Territories,Curacao,11,0,1,0,
Region of the Americas Territories,Saint Barthelemy,6,0,0,0,
Region of the Americas Territories,Montserrat,5,0,0,0,
Region of the Americas Territories,Turks and Caicos Islands,5,0,0,0,
Region of the Americas Territories,Anguilla,3,1,0,0,
Region of the Americas Territories,British Virgin Islands,3,0,0,0,
Region of the Americas Territories,"Bonaire, Sint Eustatius and Saba",2,2,0,0,TRUE
African ,South Africa,1505,43,7,2,
African ,Algeria,986,0,83,0,
African ,Burkina Faso,261,0,15,1,
African ,Cameroon,246,0,7,0,
African ,Senegal,207,12,1,0,
African ,Ghana,204,0,5,0,
African ,Cote d?Ivoire,203,13,1,0,
African ,Nigeria,190,16,2,0,
African ,Mauritius,186,17,7,0,
African ,Democratic Republic of the Congo,134,0,13,0,
African ,Kenya,122,12,4,1,
African ,Niger,98,24,5,0,
African ,Rwanda,89,5,0,0,
African ,Madagascar,65,0,0,0,
African ,Guinea,52,0,0,0,
African ,Uganda,45,1,0,0,
African ,Congo,41,0,3,1,
African ,Togo,39,0,2,0,
African ,Zambia,39,0,1,0,
African ,Mali,36,8,3,0,
African ,Ethiopia,35,4,0,0,
African ,Gabon,21,3,1,0,
African ,Eritrea,20,0,0,0,
African ,United Republic of Tanzania,20,0,1,0,
African ,Equatorial Guinea,15,0,0,0,
African ,Guinea-Bissau,15,6,0,0,
African ,Benin,13,0,0,0,
African ,Namibia,13,0,0,0,
African ,Angola,10,2,2,0,
African ,Mozambique,10,0,0,0,
African ,Seychelles,10,0,0,0,
African ,Eswatini,9,0,0,0,
African ,Zimbabwe,9,1,1,0,
African ,Central African Republic,8,0,0,0,
African ,Chad,7,0,0,0,
African ,Liberia,7,1,0,0,
African ,Mauritania,6,1,1,1,
African ,Cabo Verde,5,0,1,0,
African ,Botswana,4,0,1,0,
African ,Gambia,4,0,1,0,
African ,Burundi,3,1,0,0,
African ,Malawi,3,0,0,0,
African ,Sierra Leone,2,0,0,0,
African Territories,Reunion,321,13,0,0,
African Territories,Mayotte,128,0,2,0,
