Region,Country Territory area,total Confirmed Cases,Confirmed new cases,total deaths,total new deaths,New
Western Pacific,China,84302,15,4642,0,
Western Pacific,Japan,11919,423,287,10,
Western Pacific,Republic of Korea,10702,8,240,2,
Western Pacific,Singapore,10141,1016,12,1,
Western Pacific,Philippines,6710,111,446,9,
Western Pacific,Australia,6654,7,74,0,
Western Pacific,Malaysia,5532,50,93,1,
Western Pacific,New Zealand,1112,0,16,2,
Western Pacific,Viet Nam,268,0,0,0,
Western Pacific,Brunei Darussalam,138,0,1,0,
Western Pacific,Cambodia,122,0,0,0,
Western Pacific,Mongolia,35,1,0,0,
Western Pacific,Lao People's Democratic Republic,19,0,0,0,
Western Pacific,Fiji,18,0,0,0,
Western Pacific,Papua New Guinea,8,1,0,0,
Western Pacific Territories,Guam,133,0,5,0,
Western Pacific Territories,French Polynesia,57,0,0,0,
Western Pacific Territories,New Caledonia,18,0,0,0,
Western Pacific Territories,Northern Mariana Islands (Commonwealth of the),14,0,2,0,
European,Spain,208389,4211,21717,435,
European,Italy,187327,3370,25085,437,
European,Germany,148046,2352,5094,215,
European,The United Kingdom,133499,4451,18100,763,
European,France,117961,1810,21307,544,
European,Turkey,98674,3083,2376,117,
European,Russian Federation,62773,4774,555,42,
European,Belgium,41889,933,6262,264,
European,Netherlands,34842,708,4054,138,
European,Switzerland,28186,205,1216,30,
European,Portugal,21982,603,785,23,
European,Ireland,16671,631,769,39,
European,Sweden,16004,682,1937,172,
European,Austria,14924,91,494,31,
European,Israel,14498,556,189,5,
European,Poland,10169,313,426,25,
European,Romania,9710,468,508,25,
European,Denmark,7912,217,384,14,
European,Belarus,7281,558,60,5,
European,Norway,7250,84,169,6,
European,Ukraine,7170,578,187,13,
European,Czechia,7136,95,210,9,
European,Serbia,7114,224,134,4,
European,Finland,4129,115,149,8,
European,Luxembourg,3654,36,80,2,
European,Republic of Moldova,2778,137,76,3,
European,Greece,2408,7,121,0,
European,Hungary,2284,116,225,0,
European,Kazakhstan,2025,30,19,0,
European,Croatia,1950,42,48,0,
European,Iceland,1785,7,10,0,
European,Uzbekistan,1716,59,7,1,
European,Estonia,1559,7,44,1,
European,Azerbaijan,1518,38,20,0,
European,Armenia,1473,96,24,0,
European,Lithuania,1398,28,38,0,
European,Bosnia and Herzegovina,1367,27,52,2,
European,Slovenia,1353,13,79,2,
European,North Macedonia,1259,28,56,1,
European,Slovakia,1244,45,14,0,
European,Bulgaria,1024,49,49,4,
European,Cyprus,790,6,17,0,
European,Latvia,761,13,11,2,
European,Andorra,724,1,37,0,
European,Albania,634,0,27,1,
European,Kyrgyzstan,631,19,8,1,
European,San Marino,488,12,40,0,
European,Malta,444,1,3,0,
European,Georgia,420,9,5,0,
European,Montenegro,314,1,5,0,
European,Liechtenstein,82,0,1,0,
European,Monaco,68,0,1,0,
European,Holy See,9,0,0,0,
European Territories,Kosovo[1],630,26,18,0,
European Territories,Isle of Man,307,0,10,0,
European Territories,Jersey,255,5,14,0,
European Territories,Guernsey,241,2,10,0,
European Territories,Faroe Islands,185,0,0,0,
European Territories,Gibraltar,133,0,0,0,
European Territories,Greenland,11,0,0,0,
South-East Asia ,India,21393,1409,681,41,
South-East Asia ,Indonesia,7418,283,635,19,
South-East Asia ,Bangladesh,3772,390,120,10,
South-East Asia ,Thailand,2839,13,50,1,
South-East Asia ,Sri Lanka,330,20,7,0,
South-East Asia ,Myanmar,127,6,5,0,
South-East Asia ,Maldives,85,2,0,0,
South-East Asia ,Nepal,45,3,0,0,
South-East Asia ,Timor-Leste,23,0,0,0,
South-East Asia ,Bhutan,7,1,0,0,
Eastern Mediterranean ,Iran (Islamic Republic of),85996,1194,5391,94,
Eastern Mediterranean ,Saudi Arabia,12772,1141,114,5,
