Region,Country Territory area,total Confirmed Cases,Confirmed new cases,total deaths,total new deaths,New
Western Pacific Region,China,79394,435,2838,47,
Western Pacific Region,Republic of Korea,3150,813,17,4,
Western Pacific Region,Japan,230,20,5,1,
Western Pacific Region,Singapore,98,2,0,0,
Western Pacific Region,Malaysia,24,0,0,0,
Western Pacific Region,Australia,24,1,0,0,
Western Pacific Region,Viet Nam,16,0,0,0,
Western Pacific Region,Philippines,3,0,1,0,
Western Pacific Region,New Zealand,1,0,0,0,
Western Pacific Region,Cambodia,1,0,0,0,
European,Italy,888,238,21,4,
European,France,57,19,2,0,
European,Germany,57,31,0,0,
European,Spain,32,7,0,0,
European,United Kingdom,20,4,0,0,
European,Sweden,12,5,0,0,
European,Switzerland,10,4,0,0,
European,Norway,6,2,0,0,
European,Austria,5,1,0,0,
European,Croatia,5,2,0,0,
European,Isreal,5,2,0,0,
European,Greece,3,0,0,0,
European,Romania,3,2,0,0,
European,Denmark,2,1,0,0,
European,Finland,2,0,0,0,
European,Georgia,2,1,0,0,
European,Netherlands,2,1,0,0,
European,Russian Federation,2,0,0,0,
European,Belarus,1,0,0,0,
European,Belgium,1,0,0,0,
European,Estonia,1,0,0,0,
European,Lithuania,1,0,0,0,
European,North Macedonia,1,0,0,0,
European,San Marino,1,1,0,0,TRUE
South-East Asia Region,Thailand,42,2,0,0,
South-East Asia Region,India,3,0,0,0,
South-East Asia Region,Napal,1,0,0,0,
South-East Asia Region,Sri Lanka,1,0,0,0,
Eastern Mediterranean,Iran,388,143,34,8,
Eastern Mediterranean,Kuwait,45,2,0,0,
Eastern Mediterranean,Bahrain,38,5,0,0,
Eastern Mediterranean,United Arab Emirates,19,0,0,0,
Eastern Mediterranean,Iraq,8,1,0,0,
Eastern Mediterranean,Oman,6,0,0,0,
Eastern Mediterranean,Lebanon,2,0,0,0,
Eastern Mediterranean,Pakistan,2,0,0,0,
Eastern Mediterranean,Afganistan,1,0,0,0,
Eastern Mediterranean,Egypt,1,0,0,0,
Region of the Americas,United States of America,62,3,0,0,
Region of the Americas,Canada,14,3,0,0,
Region of the Americas,Mexio,2,2,0,0,TRUE
Region of the Americas,Brazil,1,0,0,0,
African,Algeria,1,0,0,0,
African,Nigeria,1,0,0,0,
Other,International Coveyance,705,0,6,2,
