Region,Country Territory area,total Confirmed Cases,Confirmed new cases,total deaths,total new deaths,New
European,Kyrgyzstan,216,69,4,3,
European,Montenegro,203,6,2,0,
European,Georgia,188,18,2,1,
European,Liechtenstein,78,1,1,0,
European,Monaco,37,0,0,0,
European,Holy See,7,0,0,0,
European Territories,Faroe Islands,181,0,0,0,
European Territories,Jersey,155,32,3,0,
European Territories,Guernsey,154,18,3,1,
European Territories,Kosovo[1],145,5,1,0,
European Territories,Isle of Man,127,1,1,0,
European Territories,Gibraltar,103,5,1,0,
European Territories,Greenland,11,1,0,0,
South-East Asia ,India,4067,693,109,32,
South-East Asia ,Indonesia,2273,181,198,7,
South-East Asia ,Thailand,2169,102,23,3,
South-East Asia ,Sri Lanka,176,17,5,0,
South-East Asia ,Bangladesh,88,18,8,0,
South-East Asia ,Myanmar,21,1,1,0,
South-East Asia ,Maldives,19,0,0,0,
South-East Asia ,Nepal,9,0,0,0,
South-East Asia ,Bhutan,5,0,0,0,
South-East Asia ,Timor-Leste,1,0,0,0,
Eastern Mediterranean ,Iran (Islamic Republic of),58226,2483,3603,151,
Eastern Mediterranean ,Pakistan,3277,397,50,5,
Eastern Mediterranean ,Saudi Arabia,2463,93,34,5,
Eastern Mediterranean ,United Arab Emirates,1799,294,10,0,
Eastern Mediterranean ,Qatar,1604,279,4,1,
Eastern Mediterranean ,Egypt,1173,103,78,7,
Eastern Mediterranean ,Morocco,1113,153,71,5,
Eastern Mediterranean ,Iraq,961,83,61,5,
Eastern Mediterranean ,Bahrain,700,12,4,0,
Eastern Mediterranean ,Tunisia,574,21,22,3,
Eastern Mediterranean ,Kuwait,556,0,1,0,
Eastern Mediterranean ,Lebanon,527,0,18,0,
Eastern Mediterranean ,Jordan,345,22,5,0,
Eastern Mediterranean ,Afghanistan,337,38,7,0,
Eastern Mediterranean ,Oman,331,33,2,0,
Eastern Mediterranean ,Djibouti,59,8,0,0,
Eastern Mediterranean ,Syrian Arab Republic,19,3,2,0,
Eastern Mediterranean ,Libya,18,1,1,0,
Eastern Mediterranean ,Sudan,12,2,2,0,
Eastern Mediterranean ,Somalia,7,0,0,0,
Eastern Mediterranean Territories,occupied Palestinian territory,246,29,1,0,
Region of the Americas,United States of America,307318,33510,8358,1338,
Region of the Americas,Canada,13904,966,231,17,
Region of the Americas,Brazil,10278,1222,432,73,
Region of the Americas,Chile,4471,310,34,7,
Region of the Americas,Ecuador,3465,0,172,0,
Region of the Americas,Mexico,1890,202,79,19,
Region of the Americas,Panama,1801,128,46,5,
Region of the Americas,Peru,1746,151,73,12,
Region of the Americas,Dominican Republic,1488,0,68,0,
Region of the Americas,Argentina,1451,98,44,2,
Region of the Americas,Colombia,1406,139,32,7,
Region of the Americas,Costa Rica,435,19,2,0,
Region of the Americas,Uruguay,400,14,5,1,
Region of the Americas,Cuba,320,32,8,2,
Region of the Americas,Honduras,268,4,22,7,
Region of the Americas,Bolivia (Plurinational State of),157,18,10,0,
Region of the Americas,Venezuela (Bolivarian Republic of),144,0,3,0,
Region of the Americas,Paraguay,104,8,3,0,
Region of the Americas,Trinidad and Tobago,103,3,6,0,
Region of the Americas,El Salvador,62,6,3,0,
Region of the Americas,Guatemala,61,11,2,1,
Region of the Americas,Jamaica,55,2,3,0,
Region of the Americas,Barbados,51,0,0,0,
Region of the Americas,Bahamas,28,4,4,1,
Region of the Americas,Guyana,24,1,4,0,
Region of the Americas,Haiti,21,3,0,0,
Region of the Americas,Saint Lucia,14,1,0,0,
Region of the Americas,Grenada,12,0,0,0,
Region of the Americas,Dominica,11,0,0,0,
Region of the Americas,Suriname,10,0,0,0,
Region of the Americas,Saint Kitts and Nevis,9,0,0,0,
Region of the Americas,Antigua and Barbuda,7,0,0,0,
Region of the Americas,Belize,5,1,0,0,
Region of the Americas,Nicaragua,5,0,1,0,
Region of the Americas,Saint Vincent and the Grenadines,3,0,0,0,
Region of the Americas Territories,Puerto Rico,452,0,18,0,
Region of the Americas Territories,Martinique,145,0,3,0,
Region of the Americas Territories,Guadeloupe,134,4,7,0,
Region of the Americas Territories,French Guiana,66,4,0,0,
Region of the Americas Territories,Aruba,64,0,0,0,
Region of the Americas Territories,United States Virgin Islands,42,2,0,0,
Region of the Americas Territories,Bermuda,37,2,0,0,
Region of the Americas Territories,Cayman Islands,35,7,1,0,
Region of the Americas Territories,Saint Martin,29,5,2,0,
Region of the Americas Territories,Sint Maarten,23,0,2,0,
Region of the Americas Territories,Curacao,11,0,1,0,
Region of the Americas Territories,Montserrat,6,0,0,0,
Region of the Americas Territories,Saint Barthelemy,6,0,0,0,
Region of the Americas Territories,Turks and Caicos Islands,5,0,1,1,
Region of the Americas Territories,Anguilla,3,0,0,0,
Region of the Americas Territories,British Virgin Islands,3,0,0,0,
Region of the Americas Territories,"Bonaire, Sint Eustatius and Saba",2,0,0,0,
Region of the Americas Territories,Falkland Islands (Malvinas),2,1,0,0,
African ,South Africa,1655,70,11,2,
African ,Algeria,1251,0,130,0,
African ,Cameroon,555,0,9,0,
African ,Burkina Faso,302,0,15,0,
African ,Cote d?Ivoire,245,0,2,0,
African ,Mauritius,227,31,7,0,
African ,Senegal,222,3,2,0,
African ,Nigeria,208,0,4,0,
African ,Ghana,205,0,5,0,
African ,Democratic Republic of the Congo,161,13,18,2,
African ,Niger,144,0,8,0,
African ,Kenya,142,20,4,0,
African ,Guinea,111,0,0,0,
African ,Rwanda,102,0,0,0,
African ,Madagascar,77,7,0,0,
African ,Uganda,48,0,0,0,
African ,Congo,45,0,5,0,
African ,Togo,44,4,3,0,
African ,Ethiopia,43,5,1,1,
African ,Mali,39,0,4,0,
African ,Zambia,39,0,1,0,
African ,Eritrea,29,9,0,0,
African ,Benin,22,9,0,0,
African ,United Republic of Tanzania,22,2,1,0,
African ,Gabon,21,0,1,0,
African ,Guinea-Bissau,18,0,0,0,
African ,Equatorial Guinea,16,0,0,0,
African ,Namibia,16,2,0,0,
African ,Angola,14,4,2,0,
African ,Liberia,13,3,3,2,
African ,Mozambique,10,0,0,0,
African ,Seychelles,10,0,0,0,
African ,Central African Republic,9,0,0,0,
African ,Chad,9,2,0,0,
African ,Eswatini,9,0,0,0,
African ,Zimbabwe,9,0,1,0,
African ,Mauritania,6,0,1,0,
African ,Sierra Leone,6,2,0,0,
African ,Cabo Verde,5,0,1,0,
African ,Botswana,4,0,1,0,
African ,Gambia,4,0,1,0,
African ,Malawi,4,1,0,0,
African ,Burundi,3,0,0,0,
African ,South Sudan,1,1,0,0,TRUE
African Territories,Reunion,344,10,0,0,
African Territories,Mayotte,147,0,2,0,
