Region,Country Territory area,total Confirmed Cases,Confirmed new cases,total deaths,total new deaths,New
Western Pacific,China,83482,113,3349,0,
Western Pacific,Republic of Korea,10512,32,214,3,
Western Pacific,Japan,6748,743,98,4,
Western Pacific,Australia,6289,51,57,3,
Western Pacific,Malaysia,4530,184,73,3,
Western Pacific,Philippines,4428,233,247,26,
Western Pacific,Singapore,2299,191,8,1,
Western Pacific,New Zealand,1049,14,4,0,
Western Pacific,Viet Nam,258,1,0,0,
Western Pacific,Brunei Darussalam,136,0,1,0,
Western Pacific,Cambodia,122,2,0,0,
Western Pacific,Fiji,16,0,0,0,
Western Pacific,Lao People's Democratic Republic,16,0,0,0,
Western Pacific,Mongolia,16,0,0,0,
Western Pacific,Papua New Guinea,2,0,0,0,
Western Pacific Territories,Guam,133,3,5,1,
Western Pacific Territories,French Polynesia,51,0,0,0,
Western Pacific Territories,New Caledonia,18,0,0,0,
Western Pacific Territories,Northern Mariana Islands (Commonwealth of the),11,0,2,0,
European,Spain,161852,4830,16353,510,
European,Italy,152271,4694,19470,619,
European,Germany,120479,2821,2673,129,
European,France,92787,3104,13814,635,
European,The United Kingdom,78995,8719,9875,917,
European,Turkey,52167,5138,1101,95,
European,Belgium,28018,1351,3346,327,
European,Switzerland,24820,592,831,26,
European,Netherlands,24413,1316,2643,132,
European,Portugal,15987,515,470,35,
European,Russian Federation,15770,2186,130,24,
European,Austria,13807,247,337,18,
European,Israel,10525,430,96,4,
European,Sweden,10151,466,887,17,
European,Ireland,8928,839,320,33,
European,Poland,6356,401,208,27,
European,Norway,6320,76,98,6,
European,Denmark,5996,177,260,13,
European,Romania,5990,523,282,25,
European,Czechia,5902,170,129,10,
European,Serbia,3380,275,74,3,
European,Luxembourg,3270,47,62,8,
European,Finland,2905,136,49,1,
European,Ukraine,2777,266,83,10,
European,Belarus,2226,245,23,4,
European,Greece,2081,70,93,3,
European,Iceland,1689,14,8,1,
European,Republic of Moldova,1560,122,30,1,
European,Croatia,1534,39,21,0,
European,Hungary,1410,100,99,14,
European,Estonia,1304,46,24,0,
European,Slovenia,1188,28,50,5,
European,Azerbaijan,1058,67,11,1,
European,Lithuania,1053,54,23,6,
European,Armenia,1013,76,13,2,
European,Bosnia and Herzegovina,948,47,37,0,
European,Kazakhstan,897,38,10,0,
European,North Macedonia,828,117,34,2,
European,Uzbekistan,796,172,3,0,
European,Slovakia,728,13,2,0,
European,Bulgaria,661,26,28,3,
European,Latvia,630,18,3,1,
European,Andorra,622,20,28,2,
European,Cyprus,616,21,15,0,
European,Albania,446,30,23,0,
European,Kyrgyzstan,377,38,5,0,
European,Malta,370,20,3,1,
European,San Marino,356,12,35,1,
European,Montenegro,262,7,2,0,
