Region,Country Territory area,total Confirmed Cases,Confirmed new cases,total deaths,total new deaths,New
Western Pacific,China,83249,92,3344,2,
Western Pacific,Republic of Korea,10423,39,204,4,
Western Pacific,Australia,6052,96,50,5,
Western Pacific,Japan,4768,511,85,4,
Western Pacific,Malaysia,4119,156,65,2,
Western Pacific,Philippines,3870,106,182,5,
Western Pacific,Singapore,1623,142,6,0,
Western Pacific,New Zealand,992,23,1,0,
Western Pacific,Viet Nam,251,2,0,0,
Western Pacific,Brunei Darussalam,135,0,1,0,
Western Pacific,Cambodia,117,2,0,0,
Western Pacific,Mongolia,16,1,0,0,
Western Pacific,Fiji,15,0,0,0,
Western Pacific,Lao People's Democratic Republic,15,3,0,0,
Western Pacific,Papua New Guinea,2,1,0,0,
Western Pacific Territories,Guam,125,4,4,0,
Western Pacific Territories,French Polynesia,51,4,0,0,
Western Pacific Territories,New Caledonia,18,0,0,0,
Western Pacific Territories,Northern Mariana Islands (Commonwealth of the),11,3,2,0,
European,Spain,146690,6180,14555,757,
European,Italy,139422,3836,17669,540,
European,Germany,108202,4974,2107,246,
European,France,81095,3869,10853,540,
European,The United Kingdom,60737,5491,7097,938,
European,Turkey,38226,4117,812,87,
European,Belgium,23403,1209,2240,205,
European,Switzerland,22710,546,705,64,
European,Netherlands,20549,969,2248,147,
European,Portugal,13141,699,380,35,
European,Austria,12969,329,273,30,
European,Russian Federation,10131,2634,76,18,
European,Israel,9404,0,71,0,
European,Sweden,8419,726,687,96,
European,Ireland,6224,515,235,25,
European,Norway,6010,147,80,11,
European,Denmark,5402,331,218,15,
European,Czechia,5312,295,99,11,
European,Poland,5205,357,159,30,
European,Romania,4761,344,209,27,
European,Luxembourg,3034,64,46,2,
European,Serbia,2666,219,65,4,
European,Finland,2487,179,40,6,
European,Ukraine,1892,224,57,5,
European,Greece,1884,52,83,2,
European,Iceland,1616,30,6,0,
European,Croatia,1343,61,19,1,
European,Estonia,1185,36,24,3,
European,Republic of Moldova,1174,118,28,6,
European,Slovenia,1091,36,40,4,
European,Belarus,1066,205,13,0,
European,Hungary,980,85,66,8,
European,Armenia,921,44,10,2,
European,Lithuania,912,32,15,0,
European,Azerbaijan,822,105,8,0,
European,Bosnia and Herzegovina,816,35,35,3,
European,Kazakhstan,727,18,7,1,
European,Slovakia,682,84,2,0,
European,North Macedonia,617,18,30,3,
European,Bulgaria,593,16,24,1,
European,Latvia,577,29,2,0,
European,Andorra,566,15,24,2,
European,Uzbekistan,555,21,3,0,
European,Cyprus,526,32,14,0,
European,Albania,409,9,22,0,
European,San Marino,308,29,34,0,
European,Malta,299,6,1,1,
European,Kyrgyzstan,280,10,4,0,
European,Montenegro,248,0,2,0,
European,Georgia,214,6,3,0,
European,Liechtenstein,79,1,1,0,
European,Monaco,54,14,0,0,
European,Holy See,8,1,0,0,
European Territories,Kosovo[1],224,40,6,1,
European Territories,Faroe Islands,184,0,0,0,
European Territories,Jersey,170,0,3,0,
European Territories,Guernsey,166,0,4,0,
European Territories,Isle of Man,150,0,1,0,
European Territories,Gibraltar,113,0,1,0,
European Territories,Greenland,11,0,0,0,
South-East Asia ,India,5734,540,166,17,
South-East Asia ,Indonesia,2956,218,240,19,
South-East Asia ,Thailand,2423,54,32,2,
South-East Asia ,Bangladesh,218,54,20,3,
South-East Asia ,Sri Lanka,189,3,7,1,
South-East Asia ,Myanmar,22,0,3,0,
South-East Asia ,Maldives,19,0,0,0,
South-East Asia ,Nepal,9,0,0,0,
South-East Asia ,Bhutan,5,0,0,0,
South-East Asia ,Timor-Leste,1,0,0,0,
Eastern Mediterranean ,Iran (Islamic Republic of),64586,1997,3993,121,
Eastern Mediterranean ,Pakistan,4322,250,63,5,
Eastern Mediterranean ,Saudi Arabia,2932,137,41,0,
Eastern Mediterranean ,United Arab Emirates,2659,300,12,0,
Eastern Mediterranean ,Qatar,2210,153,6,0,
Eastern Mediterranean ,Egypt,1560,110,103,9,
Eastern Mediterranean ,Morocco,1275,91,93,3,
Eastern Mediterranean ,Iraq,1202,80,69,4,
Eastern Mediterranean ,Kuwait,855,112,1,0,
Eastern Mediterranean ,Bahrain,823,12,5,0,
Eastern Mediterranean ,Tunisia,628,5,24,1,
Eastern Mediterranean ,Lebanon,575,27,19,0,
Eastern Mediterranean ,Oman,457,38,2,0,
Eastern Mediterranean ,Afghanistan,444,21,15,1,
Eastern Mediterranean ,Jordan,358,5,6,0,
Eastern Mediterranean ,Djibouti,135,14,0,0,
Eastern Mediterranean ,Libya,21,1,1,0,
Eastern Mediterranean ,Syrian Arab Republic,19,0,2,0,
Eastern Mediterranean ,Sudan,14,0,2,0,
Eastern Mediterranean ,Somalia,12,4,1,1,
Eastern Mediterranean Territories,occupied Palestinian territory,263,0,1,0,
Region of the Americas,United States of America,395030,31709,12740,1895,
Region of the Americas,Canada,18433,1384,401,56,
Region of the Americas,Brazil,13717,1661,667,114,
Region of the Americas,Chile,5546,430,48,5,
Region of the Americas,Ecuador,4450,703,242,51,
Region of the Americas,Peru,2954,393,107,15,
Region of the Americas,Mexico,2785,346,141,16,
Region of the Americas,Panama,2249,149,59,4,
Region of the Americas,Dominican Republic,1956,0,98,0,
Region of the Americas,Colombia,1780,201,50,4,
Region of the Americas,Argentina,1715,87,60,7,
Region of the Americas,Costa Rica,483,16,2,0,
Region of the Americas,Cuba,457,61,12,1,
Region of the Americas,Uruguay,424,9,7,1,
Region of the Americas,Honduras,312,7,22,0,
Region of the Americas,Bolivia (Plurinational State of),210,16,15,1,
Region of the Americas,Venezuela (Bolivarian Republic of),166,1,7,0,
Region of the Americas,Paraguay,119,4,5,0,
Region of the Americas,Trinidad and Tobago,107,1,8,0,
Region of the Americas,El Salvador,93,15,5,1,
Region of the Americas,Guatemala,87,10,3,0,
Region of the Americas,Barbados,63,3,3,1,
Region of the Americas,Jamaica,63,4,3,0,
Region of the Americas,Bahamas,36,3,6,1,
Region of the Americas,Guyana,33,2,5,0,
Region of the Americas,Haiti,27,2,1,0,
Region of the Americas,Antigua and Barbuda,19,4,2,2,
Region of the Americas,Dominica,15,0,0,0,
Region of the Americas,Saint Lucia,14,0,0,0,
Region of the Americas,Grenada,12,0,0,0,
Region of the Americas,Saint Kitts and Nevis,11,1,0,0,
Region of the Americas,Suriname,10,0,1,0,
Region of the Americas,Belize,8,1,1,0,
Region of the Americas,Saint Vincent and the Grenadines,8,1,0,0,
Region of the Americas,Nicaragua,6,0,1,0,
Region of the Americas Territories,Puerto Rico,620,47,24,1,
Region of the Americas Territories,Martinique,152,1,4,0,
Region of the Americas Territories,Guadeloupe,139,0,8,1,
Region of the Americas Territories,French Guiana,77,5,0,0,
Region of the Americas Territories,Aruba,74,3,0,0,
Region of the Americas Territories,Cayman Islands,45,6,2,1,
Region of the Americas Territories,United States Virgin Islands,45,2,1,0,
Region of the Americas Territories,Sint Maarten,40,0,8,0,
Region of the Americas Territories,Bermuda,39,0,2,0,
Region of the Americas Territories,Saint Martin,31,0,2,0,
Region of the Americas Territories,Curacao,14,1,1,0,
Region of the Americas Territories,Montserrat,8,2,0,0,
Region of the Americas Territories,Turks and Caicos Islands,8,0,1,0,
Region of the Americas Territories,Saint Barthelemy,6,0,0,0,
Region of the Americas Territories,Falkland Islands (Malvinas),5,3,0,0,
Region of the Americas Territories,Anguilla,3,0,0,0,
Region of the Americas Territories,British Virgin Islands,3,0,0,0,
Region of the Americas Territories,"Bonaire, Sint Eustatius and Saba",2,0,0,0,
Region of the Americas Territories,Saint Pierre and Miquelon,1,0,0,0,
African ,South Africa,1845,96,18,5,
African ,Algeria,1572,104,205,11,
African ,Cameroon,730,175,10,1,
African ,Burkina Faso,384,20,19,1,
African ,Cote d?Ivoire,384,35,3,0,
African ,Niger,342,64,11,0,
African ,Ghana,313,26,6,1,
African ,Nigeria,276,22,6,0,
African ,Mauritius,273,5,7,0,
African ,Senegal,244,7,2,0,
African ,Democratic Republic of the Congo,207,24,20,0,
African ,Kenya,179,7,6,0,
African ,Guinea,164,20,0,0,
African ,Rwanda,110,5,0,0,
African ,Madagascar,93,1,0,0,
African ,Togo,70,12,3,0,
African ,Congo,60,15,5,0,
African ,Mali,56,9,6,1,
African ,Ethiopia,55,3,2,1,
African ,Uganda,53,1,0,0,
African ,Zambia,39,0,1,0,
African ,Eritrea,33,2,0,0,
African ,Guinea-Bissau,33,0,0,0,
African ,Liberia,31,17,4,1,
African ,Benin,26,0,1,0,
African ,United Republic of Tanzania,25,1,1,0,
African ,Gabon,24,0,1,0,
African ,Angola,19,2,2,0,
African ,Mozambique,17,7,0,0,
African ,Equatorial Guinea,16,0,0,0,
African ,Namibia,16,0,0,0,
African ,Eswatini,12,2,0,0,
African ,Seychelles,11,0,0,0,
African ,Zimbabwe,11,0,3,1,
African ,Central African Republic,10,1,0,0,
African ,Chad,10,0,0,0,
African ,Malawi,8,0,1,0,
African ,Cabo Verde,7,0,1,0,
African ,Sierra Leone,7,1,0,0,
African ,Botswana,6,0,1,0,
African ,Mauritania,6,0,1,0,
African ,Gambia,4,0,1,0,
African ,Sao Tome and Principe,4,0,0,0,
African ,Burundi,3,0,0,0,
African ,South Sudan,1,0,0,0,
African Territories,Reunion,362,4,0,0,
African Territories,Mayotte,186,2,2,0,
