Region,Country Territory area,total Confirmed Cases,Confirmed new cases,total deaths,total new deaths,New
African ,South Africa,6783,447,131,8,
African ,Algeria,4474,179,463,4,
African ,Nigeria,2388,0,85,0,
African ,Ghana,2169,0,18,0,
African ,Cameroon,2077,0,64,0,
African ,Guinea,1650,64,7,0,
African ,Cote d?Ivoire,1398,36,17,2,
African ,Senegal,1273,158,9,0,
African ,Niger,750,14,36,1,
African ,Democratic Republic of the Congo,682,8,34,1,
African ,Burkina Faso,662,10,45,1,
African ,Mali,563,19,27,1,
African ,United Republic of Tanzania,480,0,18,0,
African ,Kenya,466,31,24,2,
African ,Gabon,335,0,5,0,
African ,Mauritius,332,0,10,0,
African ,Equatorial Guinea,315,0,2,0,
African ,Guinea-Bissau,292,32,2,1,
African ,Rwanda,259,4,0,0,
African ,Congo,229,0,10,0,
African ,Cabo Verde,165,13,2,0,
African ,Liberia,158,4,18,0,
African ,Sierra Leone,157,2,8,0,
African ,Madagascar,151,2,0,0,
African ,Ethiopia,135,2,3,0,
African ,Togo,124,1,9,0,
African ,Zambia,124,5,3,0,
African ,Chad,117,0,10,0,
African ,Eswatini,112,4,1,0,
African ,Benin,90,0,2,0,
African ,Uganda,88,3,0,0,
African ,Mozambique,80,1,0,0,
African ,Central African Republic,72,0,0,0,
African ,South Sudan,46,1,0,0,
African ,Eritrea,39,0,0,0,
African ,Malawi,39,1,3,0,
African ,Angola,35,0,2,0,
African ,Zimbabwe,34,0,4,0,
African ,Botswana,23,0,1,0,
African ,Sao Tome and Principe,23,0,3,0,
African ,Burundi,19,0,1,0,
African ,Gambia,17,0,1,0,
African ,Namibia,16,0,0,0,
African ,Seychelles,11,0,0,0,
African ,Mauritania,8,0,1,0,
African ,Comoros,3,0,0,0,
African Territories,Mayotte,650,54,6,0,
African Territories,Reunion,423,3,0,0,
Region of the Americas,United States of America,1125719,31839,60710,1696,
Region of the Americas,Brazil,96559,4970,6750,421,
Region of the Americas,Canada,59365,3793,3681,235,
Region of the Americas,Peru,42534,2075,1200,76,
Region of the Americas,Ecuador,29538,2074,1564,193,
Region of the Americas,Mexico,22088,1349,2061,89,
Region of the Americas,Chile,19663,1228,260,13,
Region of the Americas,Dominican Republic,7954,376,333,7,
Region of the Americas,Colombia,7285,279,324,10,
Region of the Americas,Panama,7090,370,197,5,
Region of the Americas,Argentina,4681,149,241,12,
Region of the Americas,Cuba,1649,38,67,1,
Region of the Americas,Bolivia (Plurinational State of),1470,241,71,5,
Region of the Americas,Honduras,1010,111,76,1,
Region of the Americas,Costa Rica,733,8,6,0,
Region of the Americas,Guatemala,688,44,19,1,
Region of the Americas,Uruguay,652,4,17,0,
Region of the Americas,El Salvador,490,44,11,1,
Region of the Americas,Jamaica,463,31,8,0,
Region of the Americas,Paraguay,370,37,10,0,
Region of the Americas,Venezuela (Bolivarian Republic of),345,0,10,0,
Region of the Americas,Trinidad and Tobago,116,0,8,0,
Region of the Americas,Haiti,85,0,8,0,
Region of the Americas,Bahamas,82,0,11,0,
Region of the Americas,Guyana,82,0,9,0,
Region of the Americas,Barbados,81,0,7,0,
Region of the Americas,Antigua and Barbuda,25,1,3,0,
Region of the Americas,Grenada,21,1,0,0,
Region of the Americas,Belize,18,0,2,0,
Region of the Americas,Saint Lucia,17,0,0,0,
Region of the Americas,Dominica,16,0,0,0,
Region of the Americas,Saint Vincent and the Grenadines,16,0,0,0,
Region of the Americas,Saint Kitts and Nevis,15,0,0,0,
Region of the Americas,Nicaragua,14,0,4,0,
Region of the Americas,Suriname,10,0,1,0,
Region of the Americas Territories,Puerto Rico,1808,51,97,43,
Region of the Americas Territories,Martinique,181,1,14,0,
Region of the Americas Territories,Guadeloupe,152,0,12,0,
Region of the Americas Territories,French Guiana,128,0,1,0,
Region of the Americas Territories,Bermuda,115,1,7,1,
Region of the Americas Territories,Aruba,100,0,2,0,
Region of the Americas Territories,Sint Maarten,76,0,13,0,
Region of the Americas Territories,Cayman Islands,74,0,1,0,
Region of the Americas Territories,United States Virgin Islands,66,0,4,0,
Region of the Americas Territories,Saint Martin,38,0,3,0,
Region of the Americas Territories,Curacao,16,0,1,0,
Region of the Americas Territories,Falkland Islands (Malvinas),13,0,0,0,
Region of the Americas Territories,Turks and Caicos Islands,12,0,1,0,
Region of the Americas Territories,Montserrat,11,0,1,0,
Region of the Americas Territories,"Bonaire, Sint Eustatius and Saba",6,0,0,0,
Region of the Americas Territories,British Virgin Islands,6,0,1,0,
Region of the Americas Territories,Saint Barthelemy,6,0,0,0,
Region of the Americas Territories,Anguilla,3,0,0,0,
Region of the Americas Territories,Saint Pierre and Miquelon,1,0,0,0,
Eastern Mediterranean ,Iran (Islamic Republic of),97424,976,6203,47,
Eastern Mediterranean ,Saudi Arabia,27011,1552,184,8,
Eastern Mediterranean ,Pakistan,20084,981,457,17,
Eastern Mediterranean ,Qatar,15551,679,12,0,
Eastern Mediterranean ,United Arab Emirates,14163,564,126,7,
Eastern Mediterranean ,Egypt,6465,272,429,14,
Eastern Mediterranean ,Kuwait,4983,364,38,5,
Eastern Mediterranean ,Morocco,4903,174,174,1,
Eastern Mediterranean ,Bahrain,3356,72,8,0,
Eastern Mediterranean ,Oman,2568,0,12,0,
Eastern Mediterranean ,Afghanistan,2469,0,72,0,
Eastern Mediterranean ,Iraq,2219,0,95,0,
Eastern Mediterranean ,Djibouti,1112,0,2,0,
Eastern Mediterranean ,Tunisia,1009,0,42,0,
Eastern Mediterranean ,Lebanon,737,4,25,0,
Eastern Mediterranean ,Somalia,722,51,32,1,
Eastern Mediterranean ,Sudan,592,0,41,0,
Eastern Mediterranean ,Jordan,461,1,9,0,
Eastern Mediterranean ,Libya,63,0,3,0,
Eastern Mediterranean ,Syrian Arab Republic,44,0,3,0,
Eastern Mediterranean ,Yemen,10,0,2,0,
Eastern Mediterranean Territories,occupied Palestinian territory,353,0,2,0,
European,Spain,217466,884,25264,164,
European,Italy,210717,1389,28884,174,
European,The United Kingdom,186603,4339,28446,315,
European,Germany,163175,679,6692,43,
European,Russian Federation,145268,10581,1356,76,
European,France,129708,250,24859,135,
European,Turkey,126045,1670,3397,61,
European,Belgium,49906,389,7844,79,
European,Netherlands,40571,335,5056,69,
European,Switzerland,29822,88,1472,6,
European,Portugal,25282,92,1043,20,
European,Sweden,22317,235,2679,10,
European,Ireland,21506,330,1303,38,
European,Belarus,17489,1661,103,6,
European,Israel,16152,0,227,0,
European,Austria,15597,39,598,2,
European,Poland,13693,318,678,14,
European,Romania,13163,431,780,9,
European,Ukraine,12331,418,303,15,
European,Denmark,9523,116,484,9,
European,Serbia,9464,102,193,4,
European,Norway,7809,50,208,4,
European,Czechia,7781,26,248,3,
European,Finland,5254,75,230,10,
European,Republic of Moldova,4121,69,128,4,
European,Kazakhstan,3988,111,27,1,
European,Luxembourg,3824,12,96,4,
European,Hungary,3035,37,351,11,
European,Greece,2626,6,144,1,
European,Armenia,2507,121,39,4,
European,Uzbekistan,2160,33,10,1,
European,Croatia,2096,8,79,2,
European,Azerbaijan,1932,38,25,0,
European,Bosnia and Herzegovina,1857,100,76,8,
European,Iceland,1799,1,10,0,
European,Estonia,1700,1,55,2,
European,Bulgaria,1618,24,73,1,
European,North Macedonia,1511,5,84,2,
European,Slovenia,1439,0,96,2,
European,Lithuania,1410,4,46,0,
European,Slovakia,1408,1,24,0,
European,Latvia,879,8,16,0,
European,Cyprus,872,8,20,0,
European,Kyrgyzstan,830,35,10,0,
European,Albania,795,0,31,0,
European,Andorra,749,2,45,1,
European,Georgia,593,4,9,1,
European,San Marino,582,2,41,0,
European,Malta,477,10,4,0,
European,Montenegro,322,0,8,1,
European,Tajikistan,128,52,4,2,
European,Monaco,95,27,1,0,
European,Liechtenstein,83,0,1,0,
European,Holy See,11,0,0,0,
European Territories,Kosovo[1],851,28,27,5,
European Territories,Isle of Man,320,5,23,0,
European Territories,Jersey,291,1,24,1,
European Territories,Guernsey,252,0,13,0,
European Territories,Faroe Islands,187,0,0,0,
European Territories,Gibraltar,144,0,0,0,
European Territories,Greenland,11,0,0,0,
South-East Asia ,India,42533,2553,1373,72,
South-East Asia ,Indonesia,11192,349,845,14,
South-East Asia ,Bangladesh,9455,665,177,2,
South-East Asia ,Thailand,2987,18,54,0,
South-East Asia ,Sri Lanka,718,13,7,0,
South-East Asia ,Maldives,527,8,1,0,
South-East Asia ,Myanmar,155,4,6,0,
South-East Asia ,Nepal,75,16,0,0,
South-East Asia ,Timor-Leste,24,0,0,0,
South-East Asia ,Bhutan,7,0,0,0,
Western Pacific,China,84400,7,4643,0,
Western Pacific,Singapore,18205,657,18,1,
Western Pacific,Japan,15057,218,510,,
Western Pacific,Republic of Korea,10801,8,252,2,
Western Pacific,Philippines,9223,295,607,4,
Western Pacific,Australia,6801,18,95,2,
Western Pacific,Malaysia,6298,122,105,2,
Western Pacific,New Zealand,1137,1,20,0,
Western Pacific,Viet Nam,271,1,0,0,
Western Pacific,Brunei Darussalam,138,0,1,0,
Western Pacific,Cambodia,122,0,0,0,
Western Pacific,Mongolia,39,0,0,0,
Western Pacific,Lao People's Democratic Republic,19,0,0,0,
Western Pacific,Fiji,18,0,0,0,
Western Pacific,Papua New Guinea,8,0,0,0,
Western Pacific Territories,Guam,146,2,5,0,
Western Pacific Territories,French Polynesia,58,0,0,0,
Western Pacific Territories,New Caledonia,18,0,0,0,
Western Pacific Territories,Northern Mariana Islands (Commonwealth of the),14,0,2,0,
