Region,Country Territory area,total Confirmed Cases,Confirmed new cases,total deaths,total new deaths,New
African ,South Africa,7439,219,148,10,
African ,Algeria,4838,190,470,5,
African ,Nigeria,2950,148,98,5,
African ,Ghana,2719,0,18,0,
African ,Cameroon,2265,188,108,44,
African ,Guinea,1811,101,10,1,
African ,Cote d?Ivoire,1464,32,18,1,
African ,Senegal,1329,58,11,1,
African ,Niger,763,8,38,1,
African ,Democratic Republic of the Congo,705,23,34,0,
African ,Burkina Faso,689,17,48,2,
African ,Mali,612,32,32,3,
African ,Kenya,535,45,23,-1,
African ,United Republic of Tanzania,480,0,18,0,
African ,Equatorial Guinea,439,124,4,2,
African ,Gabon,397,30,6,0,
African ,Mauritius,332,0,10,0,
African ,Guinea-Bissau,292,0,2,0,
African ,Rwanda,261,0,0,0,
African ,Congo,236,0,10,0,
African ,Sierra Leone,199,21,11,2,
African ,Cabo Verde,186,21,2,0,
African ,Sao Tome and Principe,171,10,3,0,
African ,Chad,170,53,17,7,
African ,Liberia,170,4,20,2,
African ,Madagascar,158,0,0,0,
African ,Ethiopia,145,5,4,1,
African ,Zambia,137,0,4,1,
African ,Togo,128,2,9,0,
African ,Eswatini,119,3,1,0,
African ,Benin,102,6,2,0,
African ,Uganda,97,8,0,0,
African ,Central African Republic,94,0,0,0,
African ,Mozambique,80,0,0,0,
African ,South Sudan,49,0,0,0,
African ,Malawi,41,0,3,0,
African ,Eritrea,39,0,0,0,
African ,Angola,36,1,2,0,
African ,Zimbabwe,34,0,4,0,
African ,Botswana,23,0,1,0,
African ,Burundi,19,0,1,0,
African ,Gambia,17,0,1,0,
African ,Namibia,16,0,0,0,
African ,Seychelles,11,0,0,0,
African ,Mauritania,8,0,1,0,
African ,Comoros,4,0,1,0,
African Territories,Mayotte,739,53,9,3,
African Territories,Reunion,425,1,0,0,
Region of the Americas,United States of America,1171185,16200,62698,792,
Region of the Americas,Brazil,107780,6633,7321,296,
Region of the Americas,Canada,61159,1315,3915,149,
Region of the Americas,Peru,47372,1444,1344,58,
Region of the Americas,Ecuador,31881,0,1569,0,
Region of the Americas,Mexico,24905,1434,2271,117,
Region of the Americas,Chile,22016,1373,275,5,
Region of the Americas,Dominican Republic,8480,245,354,8,
Region of the Americas,Colombia,7973,305,358,18,
Region of the Americas,Panama,7387,190,203,3,
Region of the Americas,Argentina,4922,123,262,12,
Region of the Americas,Cuba,1685,17,69,0,
Region of the Americas,Bolivia (Plurinational State of),1681,87,82,6,
Region of the Americas,Honduras,1178,123,89,7,
Region of the Americas,Costa Rica,742,3,6,0,
Region of the Americas,Guatemala,730,27,19,2,
Region of the Americas,Uruguay,657,2,17,0,
Region of the Americas,El Salvador,587,32,13,1,
Region of the Americas,Jamaica,471,2,9,0,
Region of the Americas,Paraguay,431,35,10,0,
Region of the Americas,Venezuela (Bolivarian Republic of),361,4,10,0,
Region of the Americas,Trinidad and Tobago,116,0,8,0,
Region of the Americas,Haiti,100,12,11,2,
Region of the Americas,Guyana,92,10,9,0,
Region of the Americas,Bahamas,84,1,11,0,
Region of the Americas,Barbados,82,0,7,0,
Region of the Americas,Antigua and Barbuda,25,0,3,0,
Region of the Americas,Grenada,21,0,0,0,
Region of the Americas,Belize,18,0,2,0,
Region of the Americas,Saint Lucia,18,0,0,0,
Region of the Americas,Saint Vincent and the Grenadines,17,0,0,0,
Region of the Americas,Dominica,16,0,0,0,
Region of the Americas,Nicaragua,15,0,5,0,
Region of the Americas,Saint Kitts and Nevis,15,0,0,0,
Region of the Americas,Suriname,10,0,1,0,
Region of the Americas Territories,Puerto Rico,1924,81,56,2,
Region of the Americas Territories,Martinique,181,0,14,0,
Region of the Americas Territories,Guadeloupe,152,0,13,1,
Region of the Americas Territories,French Guiana,133,0,1,0,
Region of the Americas Territories,Bermuda,115,0,7,0,
Region of the Americas Territories,Aruba,101,1,2,0,
Region of the Americas Territories,Sint Maarten,76,0,14,1,
Region of the Americas Territories,Cayman Islands,75,1,1,0,
Region of the Americas Territories,United States Virgin Islands,66,0,4,0,
Region of the Americas Territories,Saint Martin,38,0,3,0,
Region of the Americas Territories,Cura‡ao,16,0,1,0,
Region of the Americas Territories,Falkland Islands (Malvinas),13,0,0,0,
Region of the Americas Territories,Turks and Caicos Islands,12,0,1,0,
Region of the Americas Territories,Montserrat,11,0,1,0,
Region of the Americas Territories,British Virgin Islands,7,1,1,0,
Region of the Americas Territories,"Bonaire, Sint Eustatius and Saba",6,0,0,0,
Region of the Americas Territories,Saint Barth‚lemy,6,0,0,0,
Region of the Americas Territories,Anguilla,3,0,0,0,
Region of the Americas Territories,Saint Pierre and Miquelon,1,0,0,0,
Eastern Mediterranean ,Iran (Islamic Republic of),99970,1323,6340,63,
Eastern Mediterranean ,Saudi Arabia,30251,1595,200,9,
Eastern Mediterranean ,Pakistan,22533,1032,526,40,
Eastern Mediterranean ,Qatar,17142,951,12,0,
Eastern Mediterranean ,United Arab Emirates,15192,462,146,9,
Eastern Mediterranean ,Egypt,7201,388,452,16,
Eastern Mediterranean ,Kuwait,5804,526,40,0,
Eastern Mediterranean ,Morocco,5219,166,181,2,
Eastern Mediterranean ,Bahrain,3720,187,8,0,
Eastern Mediterranean ,Afghanistan,3224,755,95,23,
Eastern Mediterranean ,Oman,2903,168,13,1,
Eastern Mediterranean ,Iraq,2431,85,102,4,
Eastern Mediterranean ,Djibouti,1120,4,2,0,
Eastern Mediterranean ,Tunisia,1022,4,43,0,
Eastern Mediterranean ,Somalia,835,79,38,3,
Eastern Mediterranean ,Sudan,778,100,45,4,
Eastern Mediterranean ,Lebanon,741,1,25,0,
Eastern Mediterranean ,Jordan,471,6,9,0,
Eastern Mediterranean ,Libya,63,0,3,0,
Eastern Mediterranean ,Syrian Arab Republic,44,0,3,0,
Eastern Mediterranean ,Yemen,23,11,3,1,
Eastern Mediterranean Territories,occupied Palestinian territory,543,11,4,0,
European,Spain,219329,1318,25613,185,
European,Italy,213013,1075,29315,236,
European,The United Kingdom,194994,4406,29427,693,
European,Russian Federation,165929,10559,1537,86,
European,Germany,164897,1037,6996,165,
European,France,131292,1050,25491,326,
European,Turkey,129491,1832,3520,59,
European,Belgium,50509,242,8016,92,
