Region,Country Territory area,total Confirmed Cases,Confirmed new cases,total deaths,total new deaths,New
Western Pacific,China,84149,352,4642,1290,
Western Pacific,Republic of Korea,10635,22,230,1,
Western Pacific,Japan,9167,585,148,12,
Western Pacific,Australia,6468,10,63,0,
Western Pacific,Philippines,5660,207,362,13,
Western Pacific,Malaysia,5182,110,84,1,
Western Pacific,Singapore,4427,728,10,0,
Western Pacific,New Zealand,1086,2,11,2,
Western Pacific,Viet Nam,268,1,0,0,
Western Pacific,Brunei Darussalam,136,0,1,0,
Western Pacific,Cambodia,122,0,0,0,
Western Pacific,Mongolia,31,1,0,0,
Western Pacific,Lao People's Democratic Republic,19,0,0,0,
Western Pacific,Fiji,17,1,0,0,
Western Pacific,Papua New Guinea,7,5,0,0,
Western Pacific Territories,Guam,135,0,5,0,
Western Pacific Territories,French Polynesia,55,0,0,0,
Western Pacific Territories,New Caledonia,18,0,0,0,
Western Pacific Territories,Northern Mariana Islands (Commonwealth of the),13,0,2,0,
European,Spain,182816,5183,19130,551,
European,Italy,168941,3786,22172,525,
European,Germany,133830,3380,3868,299,
European,France,107778,2623,17899,753,
European,The United Kingdom,103097,4617,13729,861,
European,Turkey,74193,4801,1643,125,
European,Belgium,34809,1236,4857,417,
European,Russian Federation,32008,4070,273,41,
European,Netherlands,29214,1061,3315,181,
European,Switzerland,26651,315,1016,43,
European,Portugal,18841,750,629,30,
European,Austria,14448,78,410,17,
European,Ireland,13271,724,486,42,
European,Israel,12591,391,140,14,
European,Sweden,12540,613,1333,130,
European,Poland,7918,336,314,28,
European,Romania,7707,491,387,15,
European,Denmark,6879,198,321,12,
European,Norway,6791,114,136,6,
European,Czechia,6433,130,169,3,
European,Serbia,5318,445,103,4,
European,Ukraine,4662,500,125,10,
European,Belarus,4204,476,40,4,
European,Luxembourg,3444,71,69,0,
European,Finland,3369,132,75,3,
European,Greece,2207,15,105,3,
European,Republic of Moldova,2154,105,54,8,
European,Croatia,1791,50,35,1,
European,Hungary,1763,111,156,14,
European,Iceland,1739,12,8,0,
European,Kazakhstan,1480,185,16,0,
European,Estonia,1434,32,36,1,
European,Uzbekistan,1380,31,4,0,
European,Azerbaijan,1283,30,15,2,
European,Slovenia,1268,20,61,0,
European,Bosnia and Herzegovina,1169,53,42,1,
European,Armenia,1159,24,18,0,
European,Lithuania,1149,58,32,3,
European,North Macedonia,1081,107,46,1,
European,Slovakia,977,114,8,2,
European,Bulgaria,800,53,38,2,
European,Cyprus,735,20,17,0,
European,Andorra,694,21,34,1,
European,Latvia,675,9,5,0,
European,Albania,518,24,26,1,
European,Kyrgyzstan,489,23,5,0,
European,San Marino,426,33,38,2,
European,Malta,412,13,3,0,
European,Georgia,370,34,3,0,
European,Montenegro,303,15,4,0,
European,Monaco,93,0,1,1,
European,Liechtenstein,81,0,1,0,
European,Holy See,8,0,0,0,
European Territories,Kosovo[1],449,52,11,2,
European Territories,Isle of Man,258,4,4,2,
European Territories,Guernsey,228,5,8,1,
European Territories,Jersey,219,2,7,1,
European Territories,Faroe Islands,184,0,0,0,
European Territories,Gibraltar,131,2,0,0,
European Territories,Greenland,11,0,0,0,
South-East Asia ,India,13387,1007,437,23,
South-East Asia ,Indonesia,5516,380,496,27,
South-East Asia ,Thailand,2700,28,47,1,
South-East Asia ,Bangladesh,1572,341,60,10,
South-East Asia ,Sri Lanka,238,0,7,0,
South-East Asia ,Myanmar,85,0,4,0,
South-East Asia ,Maldives,23,2,0,0,
South-East Asia ,Timor-Leste,18,12,0,0,
South-East Asia ,Nepal,16,0,0,0,
South-East Asia ,Bhutan,5,0,0,0,
Eastern Mediterranean ,Iran (Islamic Republic of),77995,1606,4869,92,
Eastern Mediterranean ,Pakistan,7025,520,135,11,
Eastern Mediterranean ,Saudi Arabia,6380,518,83,4,
Eastern Mediterranean ,United Arab Emirates,5825,460,35,2,
Eastern Mediterranean ,Qatar,4103,392,7,0,
Eastern Mediterranean ,Egypt,2673,168,196,13,
Eastern Mediterranean ,Morocco,2283,259,130,3,
Eastern Mediterranean ,Bahrain,1700,23,7,0,
Eastern Mediterranean ,Kuwait,1524,119,3,0,
Eastern Mediterranean ,Iraq,1434,19,80,1,
Eastern Mediterranean ,Oman,1069,50,5,1,
Eastern Mediterranean ,Afghanistan,845,51,30,1,
Eastern Mediterranean ,Tunisia,822,42,37,2,
Eastern Mediterranean ,Lebanon,663,5,21,0,
